local_authority_id,planning_application,contribution_type,category,obligation,value
"local-authority-eng:SWK","18/AP/2497","In-Kind Delivery","Affordable Housing","335 residential units (1063 habitable rooms) are proposed. 101 affordable units (374 habitable rooms) are proposed. 35% on-site affordable housing is proposed.",""
